,volatile acidity,residual sugar,density,quality
1611,0.26,5.2,0.9941,6
1612,0.26,3.2,0.9919,7
1613,0.14,1.5,0.9928,7
1614,0.29,11.7,0.9958,5
1615,0.19,1.6,0.9932,6
1616,0.34,7.3,0.9957,6
1617,0.2,1.6,0.9937,6
1618,0.37,13.3,0.9982,6
1619,0.22,6.0,0.9928,8
1620,0.26,3.2,0.9919,7
1621,0.32,1.6,0.9956,5
1622,0.44,7.7,0.9957,6
1623,0.14,5.9,0.9954,6
1624,0.17,1.0,0.993,7
1625,0.26,6.4,0.9954,6
1626,0.22,10.4,0.9987,6
1627,0.32,1.6,0.9956,5
1628,0.2,3.5,0.9928,6
1629,0.15,7.7,0.9951,6
1630,0.25,1.8,0.993,5
1631,0.2,3.5,0.9928,6
1632,0.28,6.5,0.9926,8
1633,0.19,6.7,0.9938,7
1634,0.25,16.8,1.0001,6
1635,0.14,1.6,0.9933,6
1636,0.49,7.0,0.9952,5
1637,0.12,1.2,0.9934,6
1638,0.47,13.0,0.9988,5
1639,0.22,3.8,0.993,5
1640,0.49,7.0,0.9952,5
1641,0.22,7.5,0.9948,6
1642,0.19,15.55,0.9998,7
1643,0.3,12.3,0.9971,7
1644,0.19,15.55,0.9998,7
1645,0.24,9.4,0.9962,7
1646,0.22,7.5,0.9948,6
1647,0.21,1.2,0.99,7
1648,0.3,1.6,0.9942,5
1649,0.26,1.6,0.9965,4
1650,0.31,3.95,0.9912,7
1651,0.42,12.8,0.9978,6
1652,0.29,1.0,0.9928,4
1653,0.33,31.6,1.0103,6
1654,0.46,7.4,0.9956,5
1655,0.28,1.3,0.9936,5
1656,0.15,1.1,0.9929,5
1657,0.4,7.8,0.9966,6
1658,0.31,7.7,0.9964,5
1659,0.325,7.7,0.996,5
1660,0.27,7.8,0.9959,6
1661,0.26,8.3,0.9954,6
1662,0.21,1.4,0.9914,7
1663,0.33,31.6,1.0103,6
1664,0.28,15.4,1.0004,4
1665,0.13,1.0,0.9911,8
1666,0.445,1.0,0.9938,5
1667,0.39,5.9,0.9927,6
1668,0.18,1.2,0.9922,7
1669,0.31,1.2,0.9924,6
1670,0.24,6.7,0.9963,6
1671,0.35,6.5,0.9936,7
1672,0.26,4.8,0.9951,5
1673,0.27,5.3,0.9951,5
1674,0.22,8.9,0.9955,6
1675,0.27,8.8,0.9961,5
1676,0.35,6.5,0.9936,7
1677,0.23,1.8,0.992,6
1678,0.3,6.6,0.9944,6
1679,0.35,5.7,0.9944,5
1680,0.32,18.35,1.0008,5
1681,0.31,10.0,0.9962,6
1682,0.25,14.4,0.9986,7
1683,0.25,14.4,0.9986,7
1684,0.26,17.85,1.0,7
1685,0.25,14.4,0.9986,7
1686,0.26,9.4,0.9982,5
1687,0.26,17.85,1.0,7
1688,0.25,1.55,0.9949,3
1689,0.16,1.3,0.9915,6
1690,0.43,1.5,0.9951,4
1691,0.25,14.4,0.9986,7
1692,0.24,4.2,0.9927,6
1693,0.265,8.6,0.9955,5
1694,0.12,1.4,0.9952,6
1695,0.21,3.0,0.9928,6
1696,0.32,14.9,0.9982,6
1697,0.18,2.0,0.9914,6
1698,0.24,4.2,0.9927,6
1699,0.26,2.2,0.9918,6
1700,0.26,1.8,0.9944,6
1701,0.29,11.1,0.9969,5
1702,0.27,4.2,0.9955,4
1703,0.33,6.4,0.9954,5
1704,0.31,6.4,0.9955,5
1705,0.25,1.5,0.9921,6
1706,0.24,1.5,0.9934,6
1707,0.26,16.95,0.9998,5
1708,0.61,1.7,0.9946,4
1709,0.22,13.6,0.9984,5
1710,0.31,1.6,0.9924,5
1711,0.2,6.1,0.9939,5
1712,0.18,3.0,0.995,6
1713,0.34,6.2,0.9957,6
1714,0.3,6.6,0.9953,5
1715,0.18,1.6,0.9912,8
1716,0.21,6.0,0.9939,6
1717,0.27,1.5,0.9921,6
1718,0.2,1.7,0.9954,4
1719,0.23,1.8,0.9933,6
1720,0.2,2.6,0.9941,7
1721,0.15,2.7,0.995,7
1722,0.4,19.5,0.9977,6
1723,0.18,1.6,0.9912,8
1724,0.13,5.0,0.9945,6
1725,0.17,4.6,0.9952,6
1726,0.3,6.4,0.9924,6
1727,0.445,14.5,0.9986,6
1728,0.3,6.6,0.9953,5
1729,0.22,6.7,0.9939,6
1730,0.23,1.1,0.9929,6
1731,0.34,13.8,0.9988,6
1732,0.545,2.5,0.9906,5
1733,0.3,1.1,0.9914,6
1734,0.16,9.6,0.9978,6
1735,0.32,4.6,0.9928,6
1736,0.22,3.1,0.9948,5
1737,0.16,9.6,0.9978,6
1738,0.15,1.8,0.9946,5
1739,0.29,1.05,0.9908,4
1740,0.37,6.5,0.9954,6
1741,0.38,2.0,0.9906,6
1742,0.25,14.9,0.99705,6
1743,0.3,10.0,0.9982,6
1744,0.22,1.1,0.9932,5
1745,0.34,12.0,0.9977,5
1746,0.22,4.8,0.9940000000000001,5
1747,0.3,10.0,0.9982,6
1748,0.27,1.2,0.9929,5
1749,0.17,1.5,0.9924,6
1750,0.18,10.4,0.9966,6
1751,0.16,2.5,0.9921,7
1752,0.255,12.3,0.9967,6
1753,0.23,1.4,0.9934,7
1754,0.16,2.2,0.9914,6
1755,0.25,14.9,0.99705,6
1756,0.27,8.0,0.9961,5
1757,0.29,8.6,0.9967,5
1758,0.21,1.2,0.9926,5
1759,0.62,8.7,0.99605,5
1760,0.28,5.4,0.99435,6
1761,0.3,5.7,0.9948,6
1762,0.17,1.5,0.9916,7
1763,0.21,10.9,0.997,6
1764,0.27,8.0,0.9961,5
1765,0.29,8.6,0.9967,5
1766,0.32,7.7,0.9961,5
1767,0.32,1.7,0.9955,5
1768,0.37,1.4,0.9922,5
1769,0.43,4.5,0.9918,7
1770,0.39,9.9,0.9955,6
1771,0.18,1.4,0.9941,6
1772,0.4,9.5,0.9955,6
1773,0.39,9.9,0.9955,6
1774,0.19,3.0,0.9924,6
1775,0.49,19.6,0.9973,6
1776,0.25,14.0,0.9990000000000001,5
1777,0.18,1.4,0.9941,6
1778,0.15,1.8,0.9922,8
1779,0.15,1.8,0.9922,8
1780,0.17,5.4,0.9953,5
1781,0.32,1.8,0.9945,4
1782,0.21,9.25,0.9945,6
1783,0.45,1.5,0.9957,6
1784,0.24,6.8,0.9932,7
1785,0.21,9.25,0.9945,6
1786,0.33,2.6,0.9913,7
1787,0.26,2.1,0.9909,7
1788,0.36,7.6,0.9939,5
1789,0.2,1.6,0.991,7
1790,0.16,1.4,0.9954,5
1791,0.33,1.6,0.9943,5
1792,0.22,1.4,0.993,6
1793,0.35,17.95,1.0002,5
1794,0.37,2.0,0.9946,5
1795,0.37,6.3,0.9953,6
1796,0.37,1.4,0.9918,5
1797,0.25,9.05,0.9936,8
1798,0.23,15.4,0.9984,6
1799,0.26,7.1,0.9956,6
1800,0.3,10.2,0.9966,6
1801,0.16,1.6,0.9942,5
1802,0.23,15.4,0.9984,6
1803,0.26,7.1,0.9956,6
1804,0.3,10.2,0.9966,6
1805,0.33,12.4,0.9974,5
1806,0.38,3.4,0.9944,5
1807,0.2,15.0,1.0008,6
1808,0.33,12.4,0.9974,5
1809,0.2,15.0,1.0008,6
1810,0.36,1.5,0.9928,6
1811,0.38,3.4,0.9944,5
1812,0.46,4.8,0.9908,6
1813,0.15,1.2,0.9917,6
1814,0.42,4.1,0.9911,7
1815,0.3,2.8,0.9912,6
1816,0.27,13.9,0.9953,7
1817,0.5,0.8,0.9932,4
1818,0.26,1.0,0.9896,6
1819,0.33,1.2,0.9889,6
1820,0.3,2.8,0.9912,6
1821,0.29,1.7,0.9926,5
1822,0.42,4.1,0.9911,7
1823,0.19,6.3,0.9964,6
1824,0.32,11.5,0.9974,5
1825,0.32,1.5,0.9944,5
1826,0.32,11.5,0.9974,5
1827,0.19,6.3,0.9964,6
1828,0.17,6.3,0.9963,6
1829,0.44,11.2,0.9948,7
1830,0.44,11.2,0.9948,7
1831,0.49,15.1,0.9953,7
1832,0.44,11.2,0.9948,7
1833,0.49,15.1,0.9953,7
1834,0.21,5.6,0.9949,6
1835,0.55,12.6,0.9988,5
1836,0.19,5.7,0.9954,6
1837,0.24,2.2,0.992,7
1838,0.34,11.0,0.9984,6
1839,0.19,5.7,0.9954,6
1840,0.18,1.0,0.9926,5
1841,0.24,2.2,0.992,7
1842,0.18,11.8,0.9976,6
1843,0.28,7.8,0.9972,6
1844,0.34,4.7,0.991,6
1845,0.44,11.5,0.998,5
1846,0.26,7.9,0.9966,5
1847,0.44,11.5,0.998,5
1848,0.49,17.8,1.0007,5
1849,0.24,1.7,0.992,6
1850,0.25,1.6,0.9925,7
1851,0.34,4.7,0.991,6
1852,0.18,1.6,0.9934,7
1853,0.27,2.4,0.9955,5
1854,0.24,6.4,0.9944,7
1855,0.22,14.0,0.9981,6
1856,0.91,1.6,0.9968,4
1857,0.34,1.6,0.9946,5
1858,0.33,1.4,0.9946,5
1859,0.22,14.0,0.9981,6
1860,0.18,4.7,0.9946,6
1861,0.2,10.2,0.997,6
1862,0.13,2.3,0.9924,7
1863,0.28,7.8,0.9958,5
1864,0.25,2.4,0.9940000000000001,6
1865,0.36,8.3,0.9958,6
1866,0.27,13.9,0.9984,6
1867,0.37,13.8,0.9948,6
1868,0.21,7.3,0.9932,7
1869,0.18,8.5,0.9952,7
1870,0.19,1.8,0.9924,6
1871,0.21,5.1,0.9945,6
1872,0.33,16.05,0.9976,5
1873,0.33,16.05,0.9976,5
1874,0.29,7.35,0.9938,5
1875,0.31,16.05,0.9997,5
1876,0.19,2.0,0.9940000000000001,6
1877,0.2,1.2,0.9921,6
1878,0.25,14.0,0.9986,6
1879,0.2,16.2,0.9987,6
1880,0.3,14.3,0.9991,5
1881,0.2,16.2,0.9987,6
1882,0.3,14.3,0.9991,5
1883,0.3,14.3,0.9991,5
1884,0.22,7.9,0.9948,5
1885,0.2,16.2,0.9987,6
1886,0.53,1.0,0.993,5
1887,0.24,13.6,0.9988,5
1888,0.24,17.85,1.0,5
1889,0.15,1.3,0.9932,5
1890,0.3,14.3,0.9991,5
1891,0.33,13.7,0.9989,5
1892,0.24,18.3,1.0,5
1893,0.24,18.3,1.0,5
1894,0.35,6.5,0.9952,5
1895,0.26,10.3,0.9969,6
1896,0.29,8.1,0.9966,6
1897,0.29,8.1,0.9966,6
1898,0.31,8.6,0.9976,6
1899,0.44,1.9,0.99,7
1900,0.23,14.1,0.9988,6
1901,0.21,7.9,0.9942,5
1902,0.23,10.7,0.9984,6
1903,0.34,1.2,0.9932,5
1904,0.26,10.3,0.9969,6
1905,0.29,8.1,0.9966,6
1906,0.28,1.9,0.9933,5
1907,0.37,2.7,0.9916,7
1908,0.36,5.7,0.9914,7
1909,0.13,9.3,0.9966,5
1910,0.25,8.1,0.9958,5
1911,0.18,1.3,0.9926,6
1912,0.3,8.5,0.9939,6
1913,0.23,2.1,0.9953,6
1914,0.43,3.5,0.9906,6
1915,0.36,5.7,0.9914,7
1916,0.25,8.1,0.9958,5
1917,0.18,1.3,0.9926,6
1918,0.35,14.4,0.9991,6
1919,0.22,13.7,0.9994,6
1920,0.26,11.1,0.9976,7
1921,0.13,9.3,0.9966,5
1922,0.12,4.9,0.9953,5
1923,0.37,1.7,0.9923,5
1924,0.26,1.6,0.993,4
1925,0.2,1.4,0.9931,6
1926,0.22,1.4,0.9932,6
1927,0.25,1.6,0.9926,5
1928,0.27,6.8,0.9938,6
1929,0.34,9.7,0.9966,5
1930,0.27,10.5,0.9974,6
1931,0.49,2.0,0.9924,3
1932,0.71,6.2,0.9948,6
1933,0.47,8.3,0.9964,5
1934,0.28,1.6,0.9924,6
1935,0.34,9.7,0.9966,5
1936,0.27,10.5,0.9974,6
1937,0.13,4.6,0.9938,7
1938,0.16,1.2,0.9928,5
1939,0.31,7.6,0.9959,5
1940,0.36,15.0,1.0001,5
1941,0.31,7.6,0.9959,5
1942,0.36,15.0,1.0001,5
1943,0.25,11.6,0.9968,5
1944,0.45,1.1,0.9932,5
1945,0.26,7.8,0.9954,6
1946,0.22,12.0,0.9992,6
1947,0.45,1.1,0.9932,5
1948,0.19,1.4,0.9939,7
1949,0.31,6.7,0.9952,5
1950,0.25,17.2,0.9996,5
1951,1.005,1.4,0.9966,4
1952,0.31,8.2,0.9925,7
1953,0.24,4.3,0.996,6
1954,0.25,17.2,0.9996,5
1955,0.29,11.1,0.9973,5
1956,0.15,1.1,0.9937,5
1957,0.12,7.2,0.9966,6
1958,0.32,16.6,1.0017,6
1959,0.17,1.0,0.993,5
1960,0.17,1.0,0.993,5
1961,0.21,1.3,0.9959,5
1962,0.21,1.4,0.9958,5
1963,0.32,16.6,1.0017,6
1964,0.31,6.9,0.9958,5
1965,0.27,13.3,0.9979,6
1966,0.21,8.1,0.9941,6
1967,0.23,9.2,0.997,7
1968,0.2,1.4,0.9934,6
1969,0.41,3.2,0.9927,7
1970,0.49,2.5,0.9944,6
1971,0.41,3.2,0.9927,7
1972,0.2,4.5,0.9963,5
1973,0.26,18.35,1.0011,5
1974,0.26,18.35,1.0011,5
1975,0.27,7.8,0.9959,6
1976,0.28,7.0,0.9973,5
1977,0.2,6.3,0.9966,6
1978,0.33,1.2,0.9932,6
1979,0.38,12.8,0.9984,6
1980,0.2,14.2,0.9990000000000001,8
1981,0.2,14.2,0.9990000000000001,8
1982,0.2,14.2,0.9990000000000001,8
1983,0.2,14.2,0.9990000000000001,8
1984,0.2,14.2,0.9990000000000001,8
1985,0.19,16.65,1.0006,6
1986,0.16,1.9,0.9937,6
1987,0.22,7.7,0.9954,5
1988,0.22,10.4,0.997,6
1989,0.33,3.3,0.9912,7
1990,0.43,1.1,0.9939,4
1991,0.2,14.2,0.9990000000000001,8
1992,0.12,6.3,0.9957,5
1993,0.3,5.25,0.9926,6
1994,0.28,14.6,0.9994,6
1995,0.2,11.8,1.0004,6
1996,0.28,14.6,0.9994,6
1997,0.2,11.8,1.0004,6
1998,0.2,11.8,1.0004,6
1999,0.18,17.3,1.0002,6
2000,0.31,1.4,0.9922,5
2001,0.31,1.3,0.9922,5
2002,0.17,1.6,0.9934,6
2003,0.3,5.25,0.9926,6
2004,0.26,2.4,0.9941,6
2005,0.28,14.6,0.9994,6
2006,0.2,11.8,1.0004,6
2007,0.18,1.5,0.9924,6
2008,0.15,1.8,0.9948,5
2009,0.4,7.7,0.9935,7
2010,0.25,2.0,0.9918,6
2011,0.15,1.8,0.9948,5
2012,0.18,1.4,0.9924,5
2013,0.32,16.7,0.9979,6
2014,0.55,8.1,0.993,5
2015,0.19,8.0,0.9940000000000001,6
2016,0.41,4.7,0.991,7
2017,0.55,8.1,0.993,5
2018,0.2,2.1,0.9922,7
2019,0.32,16.7,0.9979,6
2020,0.26,6.4,0.9937,6
2021,0.21,1.5,0.9928,6
2022,0.34,7.6,0.9965,6
2023,0.21,1.5,0.9928,6
2024,0.43,12.4,0.9991,5
2025,0.3,1.3,0.9948,5
2026,0.26,1.7,0.9925,5
2027,0.32,8.1,0.9958,5
2028,0.21,7.1,0.9962,6
2029,0.34,7.6,0.9965,6
2030,0.42,2.3,0.9951,6
2031,0.29,6.5,0.9944,5
2032,0.25,1.4,0.9916,6
2033,0.23,12.7,0.9987,5
2034,0.35,1.6,0.9928,5
2035,0.2,1.1,0.9926,5
2036,0.27,1.2,0.9934,6
2037,0.29,6.5,0.9944,5
2038,0.14,4.6,0.9949,5
2039,0.24,0.6,0.9926,5
2040,0.3,10.6,0.997,6
2041,0.14,4.6,0.9949,5
2042,0.13,4.8,0.9948,6
2043,0.18,2.7,0.992,6
2044,0.385,12.6,0.9964,6
2045,0.24,0.6,0.9926,5
2046,0.33,9.2,0.9982,5
2047,0.34,6.6,0.9955,5
2048,0.33,7.0,0.9955,5
2049,0.28,8.45,0.9958,7
2050,0.23,11.1,0.9997,3
2051,0.21,18.15,1.0001,5
2052,0.21,18.15,1.0001,5
2053,0.485,4.1,0.9918,5
2054,0.485,4.1,0.9918,5
2055,0.29,4.6,0.9931,6
2056,0.21,18.15,1.0001,5
2057,0.31,4.9,0.9926,7
2058,0.29,8.3,0.9966,5
2059,0.46,1.4,0.9932,5
2060,0.28,11.5,0.9969,5
2061,0.23,1.8,0.9925,6
2062,0.17,1.6,0.9914,5
2063,0.18,2.4,0.996,5
2064,0.22,4.9,0.9952,6
2065,0.27,1.8,0.9934,5
2066,0.28,4.3,0.9939,5
2067,0.29,4.4,0.9939,5
2068,0.32,1.4,0.9906,6
2069,0.33,1.6,0.9901,7
2070,0.34,1.3,0.9948,6
2071,0.19,5.2,0.995,6
2072,0.23,5.6,0.9953,5
2073,0.27,5.3,0.9953,5
2074,0.22,4.9,0.9952,6
2075,0.18,2.4,0.996,5
2076,0.36,1.6,0.9948,5
2077,0.22,2.1,0.9951,6
2078,0.17,1.4,0.9931,6
2079,0.45,7.1,0.9962,4
2080,0.36,1.6,0.9948,5
2081,0.42,10.7,0.9959,5
2082,0.33,11.1,0.9962,6
2083,0.3,10.7,0.9958,5
2084,0.17,1.6,0.9948,6
2085,0.17,1.6,0.9948,6
2086,0.17,1.5,0.9940000000000001,5
2087,0.17,1.5,0.9942,6
2088,0.15,1.6,0.9942,6
2089,0.17,1.6,0.9948,6
2090,0.25,8.0,0.9964,5
2091,0.24,7.7,0.9958,5
2092,0.76,2.7,0.9932,5
2093,0.22,15.1,0.9986,5
2094,0.22,15.1,0.9986,5
2095,0.28,8.9,0.9988,5
2096,0.32,6.0,0.9953,5
2097,0.24,12.3,0.9983,5
2098,0.18,13.1,1.0,6
2099,0.16,6.7,0.9951,5
2100,0.24,12.3,0.9983,5
2101,0.28,2.3,0.9906,6
2102,0.34,11.1,0.9981,5
2103,0.27,1.5,0.9936,5
2104,0.16,6.7,0.9951,5
2105,0.32,6.0,0.9953,5
2106,0.24,15.2,1.0005,5
2107,0.24,10.2,0.9972,6
2108,0.18,13.1,1.0,6
2109,0.23,10.7,0.9969,6
2110,0.22,17.1,1.0001,5
2111,0.22,17.1,1.0001,5
2112,0.22,17.1,1.0001,5
2113,0.33,1.9,0.9934,5
2114,0.23,10.7,0.9969,6
2115,0.22,17.1,1.0001,5
2116,0.2,1.2,0.9902,4
2117,0.26,1.2,0.993,5
2118,0.2,3.1,0.9914,6
2119,0.16,1.5,0.9941,4
2120,0.25,10.7,0.9967,5
2121,0.39,4.9,0.9918,7
2122,0.26,12.6,0.998,5
2123,0.25,10.7,0.9967,5
2124,0.39,4.9,0.9918,7
2125,0.28,12.15,0.9957,5
2126,0.43,12.0,0.9986,5
2127,0.33,1.7,0.9958,5
2128,0.5,2.6,0.9948,6
2129,0.28,1.4,0.9918,5
2130,0.35,1.9,0.9923,5
2131,0.22,16.9,0.9998,6
2132,0.22,16.9,0.9998,6
2133,0.24,2.1,0.9914,6
2134,0.26,7.0,0.9939,6
2135,0.16,7.1,0.9966,5
2136,0.18,5.9,0.995,6
2137,0.16,7.1,0.9966,5
2138,0.24,8.7,0.9940000000000001,5
2139,0.33,13.2,0.9972,5
2140,0.28,15.3,0.9998,5
2141,0.28,15.3,0.9998,5
2142,0.26,13.2,0.9982,5
2143,0.14,2.7,0.9924,7
2144,0.21,10.65,0.9972,6
2145,0.2,10.0,0.997,6
2146,0.115,6.8,0.9954,6
2147,0.29,15.6,0.9962,5
2148,0.33,13.2,0.9972,5
2149,0.24,5.1,0.9921,6
2150,0.24,3.0,0.9905,6
2151,0.28,15.3,0.9998,5
2152,0.22,2.1,0.993,6
2153,0.18,1.9,0.9941,6
2154,0.93,8.6,0.9994,4
2155,0.29,8.75,0.9962,5
2156,0.28,3.6,0.992,4
2157,0.25,4.7,0.9922,6
2158,0.18,1.3,0.9940000000000001,6
2159,0.24,1.8,0.9897,4
2160,0.33,9.7,0.9954,6
2161,0.37,4.0,0.99,7
2162,0.49,2.4,0.9948,6
2163,0.25,4.7,0.9922,6
2164,0.22,18.8,0.998,5
2165,0.35,1.8,0.9944,5
2166,0.35,1.8,0.9944,5
2167,0.19,12.8,0.9986,7
2168,0.19,12.8,0.9986,7
2169,0.19,12.8,0.9986,7
2170,0.19,12.8,0.9986,7
2171,0.19,12.8,0.9986,7
2172,0.32,7.8,0.996,5
2173,0.32,16.75,0.9999,5
2174,0.19,12.8,0.9986,7
2175,0.19,12.8,0.9986,7
2176,0.32,7.8,0.996,5
2177,0.34,5.4,0.9951,7
2178,0.32,16.75,0.9999,5
2179,0.24,1.3,0.993,6
2180,0.36,10.1,0.9982,6
2181,0.29,3.8,0.992,6
2182,0.32,10.9,0.9963,5
2183,0.3,6.6,0.995,5
2184,0.33,9.8,0.9956,6
2185,0.18,11.7,0.997,7
2186,0.39,1.2,0.9936,5
2187,0.25,1.4,0.9935,5
2188,0.18,9.6,0.9963,6
2189,0.18,12.2,0.9967,6
2190,0.27,2.6,0.9912,6
2191,0.23,10.7,0.9981,5
2192,0.28,4.9,0.9966,6
2193,0.18,12.2,0.9967,6
2194,0.18,9.6,0.9963,6
2195,0.25,1.4,0.9935,5
2196,0.22,1.1,0.9902,6
2197,0.18,1.0,0.99,6
2198,0.26,8.2,0.996,5
2199,0.25,11.3,0.9966,6
2200,0.24,7.3,0.9962,5
2201,0.28,2.3,0.9940000000000001,6
2202,0.26,8.2,0.996,5
2203,0.24,2.1,0.9940000000000001,5
2204,0.27,2.0,0.9944,5
2205,0.39,10.0,0.9974,5
2206,0.24,15.75,0.996,6
2207,0.23,3.9,0.9922,7
2208,0.26,2.0,0.9917,5
2209,0.32,1.5,0.9918,6
2210,0.24,1.6,0.9936,7
2211,0.21,1.4,0.9938,6
2212,0.32,1.5,0.9918,6
2213,0.17,1.4,0.9939,6
2214,0.26,2.0,0.9917,5
2215,0.28,13.8,0.9981,6
2216,0.3,1.3,0.9941,5
2217,0.25,3.8,0.9928,6
2218,0.28,6.9,0.9952,6
2219,0.24,2.2,0.9898,7
2220,0.22,1.6,0.9914,6
2221,0.28,13.8,0.9981,6
2222,0.45,10.8,0.9957,7
2223,0.23,12.8,0.998,6
2224,0.45,10.8,0.9957,7
2225,0.23,15.3,0.9986,4
2226,0.28,12.1,0.9983,5
2227,0.27,12.0,0.9982,5
2228,0.2,11.6,0.997,7
2229,0.25,9.2,0.9947,6
2230,0.2,11.6,0.997,7
2231,0.25,9.2,0.9947,6
2232,0.2,2.8,0.99416,6
2233,0.39,1.6,0.99516,5
2234,0.23,6.1,0.9949600000000001,5
2235,0.44,8.5,0.9974,6
2236,0.28,7.8,0.99579,5
2237,0.34,14.9,0.9983,4
2238,0.15,6.2,0.99471,6
2239,0.44,8.5,0.9974,6
2240,0.29,8.2,0.99644,5
2241,0.28,7.8,0.99579,5
2242,0.23,10.6,0.9969899999999999,5
2243,0.23,11.2,0.9975799999999999,5
2244,0.36,11.6,0.9977,5
2245,0.31,7.1,0.99397,7
2246,0.34,14.9,0.9983,4
2247,0.15,6.2,0.99471,6
2248,0.2,1.7,0.9924299999999999,6
2249,0.27,7.7,0.9962,5
2250,0.34,17.3,1.0018200000000002,6
2251,0.18,1.4,0.99384,7
2252,0.29,7.7,0.99582,5
2253,0.27,7.7,0.9962,5
2254,0.26,3.4,0.9924,6
2255,0.21,1.6,0.99466,6
2256,0.14,1.4,0.9921200000000001,5
2257,0.39,1.4,0.99449,6
2258,0.48,10.4,0.9974799999999999,5
2259,0.39,1.4,0.99449,6
2260,0.48,10.4,0.9974799999999999,5
2261,0.36,4.1,0.99475,6
2262,0.25,2.8,0.9918899999999999,6
2263,0.3,15.7,0.9982700000000001,5
2264,0.19,10.9,0.9975200000000001,6
2265,0.3,15.7,0.9982700000000001,5
2266,0.42,6.5,0.99479,5
2267,0.19,10.9,0.9975200000000001,6
2268,0.2,5.9,0.9964200000000001,6
2269,0.19,17.3,1.00047,6
2270,0.19,1.4,0.99382,7
2271,0.25,13.5,0.99784,6
2272,0.25,8.5,0.9948600000000001,6
2273,0.46,6.2,0.9953700000000001,5
2274,0.19,1.4,0.99382,7
2275,0.29,14.95,0.9983799999999999,4
2276,0.31,7.7,0.99566,6
2277,0.14,1.3,0.9926799999999999,6
2278,0.31,7.7,0.99566,6
2279,0.4,1.3,0.9946799999999999,5
2280,0.16,1.3,0.9933,6
2281,0.16,1.3,0.9930700000000001,6
2282,0.33,15.6,0.9990700000000001,5
2283,0.33,15.6,0.9990700000000001,5
2284,0.33,15.6,0.9990700000000001,5
2285,0.33,15.6,0.9990700000000001,5
2286,0.41,4.9,0.99471,5
2287,0.43,5.0,0.99471,5
2288,0.33,15.6,0.9990700000000001,5
2289,0.4,6.5,0.9914799999999999,7
2290,0.18,1.4,0.9938299999999999,7
2291,0.17,2.7,0.99365,6
2292,0.32,1.2,0.99272,6
2293,0.4,6.5,0.9914799999999999,7
2294,0.32,6.4,0.99235,7
2295,0.42,6.9,0.99508,6
2296,0.28,7.2,0.9946,7
2297,0.29,10.6,0.99674,6
2298,0.41,3.5,0.99018,8
2299,0.32,6.4,0.99235,7
2300,0.3,2.3,0.9908399999999999,7
2301,0.22,12.05,0.99856,5
2302,0.26,7.0,0.9959100000000001,5
2303,0.44,11.8,0.9975,5
2304,0.42,1.4,0.9944,6
2305,0.36,5.0,0.9917299999999999,7
2306,0.295,2.2,0.9937799999999999,5
2307,0.21,14.6,0.99805,5
2308,0.28,1.6,0.99534,5
2309,0.28,1.3,0.9923200000000001,6
2310,0.21,14.6,0.99805,5
2311,0.22,2.8,0.9907799999999999,7
2312,0.28,1.6,0.99534,5
2313,0.32,3.3,0.99061,7
2314,0.19,6.3,0.99182,6
2315,0.42,8.1,0.9966,6
2316,0.2,1.6,0.9912,7
2317,0.24,10.6,0.99779,5
2318,0.26,11.8,0.9981399999999999,4
2319,0.4,1.7,0.9909600000000001,7
2320,0.2,8.1,0.99379,6
2321,0.445,1.4,0.99426,5
2322,0.41,1.3,0.9922799999999999,6
2323,0.2,1.8,0.99335,6
2324,0.3,7.2,0.99595,5
2325,0.35,1.1,0.99297,6
2326,0.35,11.95,0.99687,5
2327,0.35,1.1,0.99297,6
2328,0.35,11.95,0.99687,5
2329,0.3,2.2,0.99445,5
2330,0.38,12.7,0.9986,6
2331,0.3,1.4,0.99154,5
2332,0.4,10.6,0.9981,6
2333,0.37,1.9,0.98993,8
2334,0.23,17.8,1.00241,5
2335,0.27,10.2,0.99716,5
2336,0.26,4.8,0.9943700000000001,5
2337,0.28,9.8,0.9972,4
2338,0.34,8.4,0.99756,5
2339,0.23,7.2,0.9950899999999999,6
2340,0.29,4.8,0.99572,6
2341,0.34,8.4,0.99756,5
2342,0.4,4.5,0.99175,8
2343,0.17,1.4,0.99254,5
2344,0.23,7.2,0.9950899999999999,6
2345,0.24,11.0,0.9967600000000001,6
2346,0.28,11.1,0.9979,4
2347,0.23,2.6,0.9919399999999999,6
2348,0.26,2.0,0.99077,6
2349,0.46,10.1,0.99782,5
2350,0.31,13.3,0.9994200000000001,5
2351,0.25,11.4,0.99708,6
2352,0.28,1.3,0.9935299999999999,6
2353,0.18,1.4,0.99256,7
2354,0.21,1.4,0.9919899999999999,6
2355,0.48,7.0,0.9918,7
2356,0.34,2.0,0.99354,6
2357,0.21,1.2,0.99244,5
2358,0.32,12.9,0.99831,5
2359,0.495,5.0,0.9939600000000001,5
2360,0.25,10.1,0.99724,6
2361,0.25,3.75,0.99524,5
2362,0.18,1.7,0.9927,6
2363,0.24,12.6,0.99802,5
2364,0.32,1.3,0.9951200000000001,5
2365,0.32,1.6,0.9943799999999999,5
2366,0.33,7.6,0.99679,5
2367,0.3,8.1,0.9965200000000001,6
2368,0.34,14.9,0.99698,6
2369,0.16,6.0,0.99474,6
2370,0.1,6.0,0.99511,7
2371,0.45,7.2,0.99582,5
2372,0.33,3.0,0.99125,4
2373,0.48,1.2,0.99256,3
2374,0.2,2.0,0.9911,6
2375,0.32,4.9,0.9916799999999999,6
